date,PM25,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,PM25_IAQI,PM10_IAQI,SO2_IAQI,NO2_IAQI,CO_IAQI,O3_IAQI,AQI,code,
2015_5_16,6.34,13.07,6.95,24.25,0.35,42.7,1.89,8.33,299.87,89.79,100157.27,9.057142857142857,13.07,11.583333333333334,30.3125,8.75,21.35,30.3125,810012,
2015_5_17,5.4,11.3,6.08,23.49,0.35,36.93,0.24,8.2,299.62,90.2,100009.96,7.714285714285715,11.3,10.133333333333335,29.362499999999997,8.75,18.465,29.362499999999997,810012,
2015_5_18,4.47,10.83,6.69,14.26,0.31,36.08,1.34,9.41,300.03,88.45,99948.97,6.385714285714285,10.83,11.15,17.825,7.75,18.04,18.04,810012,
2015_5_19,4.87,12.66,7.79,13.11,0.31,35.61,2.66,8.99,300.23,90.39,99887.45,6.957142857142857,12.66,12.983333333333334,16.3875,7.75,17.805,17.805,810012,
2015_5_20,6.26,14.19,6.99,18.63,0.32,36.05,2.22,6.71,300.35,91.89,99847.88,8.942857142857143,14.19,11.65,23.287499999999998,8.0,18.025,23.287499999999998,810012,
2015_5_21,9.51,14.48,5.88,18.82,0.42,57.32,-0.06,3.88,300.43,91.4,99879.69,13.585714285714285,14.48,9.8,23.525,10.5,28.66,28.66,810012,
2015_5_22,14.62,23.43,5.57,18.89,0.56,65.98,-8.42,0.31,298.94,90.74,99947.52,20.885714285714286,23.43,9.283333333333335,23.6125,14.000000000000002,32.99,32.99,810012,
2015_5_23,10.64,16.7,5.48,28.59,0.63,41.28,1.11,3.83,300.38,91.67,99755.13,15.200000000000001,16.7,9.133333333333335,35.7375,15.75,20.64,35.7375,810012,
2015_5_24,24.64,40.78,7.87,48.73,1.04,34.02,4.52,0.26,299.55,92.9,99752.29,35.2,40.78,13.116666666666667,60.912499999999994,26.0,17.01,60.912499999999994,810012,
2015_5_25,23.34,43.93,8.02,36.44,1.09,40.88,-0.13,1.11,299.55,92.29,99878.15,33.34285714285714,43.93,13.366666666666667,45.55,27.250000000000004,20.44,45.55,810012,
